#begin document (story100.txt); part 000
story100.txt	tok_No	Token			POS			Coreference
story100.txt	17   	माध्यम                              	NN             	B-NP    			माध्यम,n                       	-     
story100.txt	18   	से                                  	PSP            	I-NP    			से,psp                         	-     
story100.txt	19   	अपने                                	PRP            	B-NP    			अपना,pn                       	-     
story100.txt	20   	लगभग                               	RP             	I-NP    			लगभग,adv                      	-     
story100.txt	21   	41.2                	QCC            	B-NP    			41.2,num                      	-     
story100.txt	22   	लाख                                	QC             	I-NP    			लाख,adj                       	-     
story100.txt	23   	लाभार्थियों                     	NN             	I-NP    			लाभार्थियों,unk                 	-     
story100.txt	24   	को                                 	PSP            	I-NP    			को,psp                        	-     
story100.txt	25   	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story100.txt	26   	जो                                 	PRP            	B-NP    			जो,pn                         	-     
story100.txt	27   	मुख्य                                	JJ             	B-NP    			मुख्य,adj                       	-     
story100.txt	28   	रूप                                 	NN             	I-NP    			रूप,n                          	-     
story100.txt	29   	से                                  	PSP            	I-NP    			से,psp                         	-     
story100.txt	30   	केंद्र                                	NNPC           	B-NP    			केंद्र,n                         	-     
story100.txt	31   	सरकार                              	NNP            	I-NP    			सरकार,n                       	-     
story100.txt	32   	के                                  	PSP            	I-NP    			का,psp                        	-     
story100.txt	33   	कर्मचारी                       	NN             	B-NP    			कर्मचारी,n                     	-     
story100.txt	34   	और                                 	CC             	B-CCP   			और,avy                        	-     
story100.txt	35   	पेंशनभोगी                       	JJ             	B-JJP   			पेंशनभोगी,n                     	-     
story100.txt	36   	हैं                                  	VM             	B-VGF   			है,v                           	-     
story100.txt	37   	,                   	SYM            	I-VGF   			&चोम्म,punc                    	-     
story100.txt	38   	व्यापक                              	JJ             	B-NP    			व्यापक,adj                     	-     
story100.txt	39   	स्वास्थ्य                        	NNC            	I-NP    			स्वास्थ्य,n                      	-     
story100.txt	40   	देखभाल                              	NN             	I-NP    			देखभाल,n                       	-     
story100.txt	41   	प्रदान                              	NN             	B-NP    			प्रदान,n                       	-     
story100.txt	42   	करने                                	VM             	B-VGNN  			कर,v                          	-     
story100.txt	43   	वाली                               	PSP            	I-VGNN  			वाला,psp                      	-     
story100.txt	44   	एक                                 	QC             	B-NP    			एक,adj                        	-     
story100.txt	45   	विशिष्‍ट                        	NNPC           	I-NP    			विशिष्,unk                     	-     
story100.txt	46   	स्वास्थ्य                        	NNC            	I-NP    			स्वास्थ्य,n                      	-     
story100.txt	47   	योजना                              	NN             	B-NP    			योजना,n                       	-     
story100.txt	48   	है                                  	VM             	B-VGF   			है,v                           	-     
story100.txt	49   	।                           SYM            	I-VGF   				.,punc                        	-     

story100.txt	0    	इससे                                	PRP            	B-NP    			यह,pn                         	-     
story100.txt	1    	41.2                	QCC            	B-NP    			41.2,num                      	-     
story100.txt	2    	लाख                                	QC             	I-NP    			लाख,adj                       	-     
story100.txt	3    	लोग                                	NN             	I-NP    			लोग,n                         	-     
story100.txt	4    	लाभान्वित                      	JJ             	B-JJP   			लाभान्वित,adj                  	-     
story100.txt	5    	हुए                                 	VAUX           	B-VGF   			हो,v                          	-     
story100.txt	6    	हैं                                  	VAUX           	I-VGF   			है,v                           	-     
story100.txt	7    	।                           SYM            	I-VGF   				.,punc                        	-     

#end document
#begin document (story101.txt); part 000
story101.txt	tok_No	Token			POS			Coreference
story101.txt	0    	केंद्रीय                              	NNPC           	B-NP    			केंद्रीय,adj                     	(1
story101.txt	1    	स्वास्थ्य                        	NNPC           	I-NP    			स्वास्थ्य,n                      	1
story101.txt	2    	मंत्री                               	NNP            	B-NP    			मंत्री,n                        	1)
story101.txt	3    	डॉ                                 	NNC            	I-NP    			डॉ,n                          	(1
story101.txt	4    	.            SYM            	I-NP    				.,punc                        	1
story101.txt	5    	मनसुख                               	NNPC           	I-NP    			मनसुख,unk                      	1
story101.txt	6    	मांडविया                       	NNP            	B-NP    			मांडविया,unk                   	1)
story101.txt	7    	ने                                  	PSP            	I-NP    			ने,psp                         	-     
story101.txt	8    	अटल                                	NNPC           	B-NP    			अटल,adj                       	(7
story101.txt	9    	बिहारी                        	NNPC           	I-NP    			बिहारी,n                      	7
story101.txt	10   	वाजपेयी                        	NNP            	B-NP    			वाजपेयी,n                      	7
story101.txt	11   	आयुर्विज्ञान                     	NNP            	B-NP    			आयुर्विज्ञान,n                   	7
story101.txt	12   	संस्थान                              	NN             	I-NP    			संस्थान,n                       	7
story101.txt	13   	(एबीवीआईएमएस                  	NNP            	B-NP    			(बीवीआईएमएस,unk               	7
story101.txt	14   	)                   	NNP            	B-NP    			),punc                        	7)
story101.txt	15   	के                                  	PSP            	I-NP    			का,psp                        	-     
story101.txt	16   	चौथे                                	QO             	B-NP    			चौथा,adj                      	(6
story101.txt	17   	दीक्षांत                        	NNC            	I-NP    			दीक्षांत,n                      	6
story101.txt	18   	समारोह                        	NN             	I-NP    			समारोह,n                      	6)
story101.txt	19   	की                                 	PSP            	I-NP    			का,psp                        	-     
story101.txt	20   	अध्यक्षता                       	NN             	B-NP    			अध्यक्षता,n                     	-     
story101.txt	21   	की                                 	PSP            	I-NP    			का,psp                        	-     

story101.txt	0    	केंद्रीय                              	NNPC           	B-NP    			केंद्रीय,adj                     	(1
story101.txt	1    	स्वास्थ्य                        	NNPC           	I-NP    			स्वास्थ्य,n                      	1
story101.txt	2    	मंत्री                               	NNP            	B-NP    			मंत्री,n                        	1)
story101.txt	3    	डॉ                                 	NNC            	I-NP    			डॉ,n                          	(7
story101.txt	4    	.            SYM            	I-NP    				.,punc                        	7
story101.txt	5    	अटल                                	NNPC           	I-NP    			अटल,adj                       	7
story101.txt	6    	बिहारी                        	NNPC           	I-NP    			बिहारी,n                      	7
story101.txt	7    	वाजपेयी                        	NNP            	B-NP    			वाजपेयी,n                      	7
story101.txt	8    	आयुर्विज्ञान                     	NNP            	B-NP    			आयुर्विज्ञान,n                   	7
story101.txt	9    	संस्थान                              	NN             	I-NP    			संस्थान,n                       	7
story101.txt	10   	(एबीवीआईएमएस                  	NNP            	B-NP    			(बीवीआईएमएस,unk               	7
story101.txt	11   	)                   	NNP            	B-NP    			),punc                        	7)
story101.txt	12   	का                                 	PSP            	I-NP    			का,psp                        	-     
story101.txt	13   	चौथा                               	NN             	B-NP    			चौथा,n                        	(6
story101.txt	14   	स्थापना                        	NN             	B-NP    			स्थापना,n                      	6
story101.txt	15   	दिवस                               	NNP            	B-NP    			दिवस,n                        	6
story101.txt	16   	और                                 	CC             	B-CCP   			और,avy                        	6
story101.txt	17   	दीक्षांत                        	NNC            	B-NP    			दीक्षांत,n                      	6
story101.txt	18   	समारोह                        	NN             	I-NP    			समारोह,n                      	6)
story101.txt	19   	डॉ                                 	NNC            	B-NP    			डॉ,n                          	-     
story101.txt	20   	.            SYM            	I-NP    				.,punc                        	-     
story101.txt	21   	अंबेडकर                              	NNPC           	I-NP    			अंबेडकर,n                       	-     
story101.txt	22   	अंतर्राष्ट्रीय                    	JJ             	B-NP    			अंतर्राष्ट्रीय,adj                	-     
story101.txt	23   	केंद्र                                	NNP            	I-NP    			केंद्र,n                         	-     
story101.txt	24   	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story101.txt	25   	नई                                 	NNPC           	B-NP    			नई,n                          	-     
story101.txt	26   	दिल्ली                              	NNP            	I-NP    			दिल्ली,n                       	-     
story101.txt	27   	में                                  	PSP            	I-NP    			में,psp                         	-     
story101.txt	28   	आयोजित                        	JJ             	B-JJP   			आयोजित,adj                    	-     
story101.txt	29   	किया                               	VM             	B-VGF   			कर,v                          	-     
story101.txt	30   	गया                                	VAUX           	I-VGF   			जा,v                          	-     
story101.txt	31   	।                           SYM            	I-VGF   				.,punc                        	-     

story101.txt	0    	मनसुख                               	NN             	B-NP    			मनसुख,unk                      	(1
story101.txt	1    	मांडविया                       	NNP            	B-NP    			मांडविया,unk                   	1)
story101.txt	2    	ने                                  	PSP            	I-NP    			ने,psp                         	-     
story101.txt	3    	अध्यक्षता                       	NN             	B-NP    			अध्यक्षता,n                     	-     
story101.txt	4    	की                                 	VM             	B-VGF   			कर,v                          	-     
story101.txt	5    	।                           SYM            	I-VGF   				.,punc                        	-     

story101.txt	0    	नीति                               	NNC            	B-NP    			नीति,n                        	(3
story101.txt	1    	आयोग                               	NN             	I-NP    			आयोग,n                        	3
story101.txt	2    	के                                  	PSP            	I-NP    			का,psp                        	3
story101.txt	3    	सदस्य                               	NN             	B-NP    			सदस्य,n                        	3)
story101.txt	4    	डॉ                                 	NNC            	B-NP    			डॉ,n                          	(3
story101.txt	5    	.            SYM            	I-NP    				.,punc                        	3
story101.txt	6    	विनोद                              	NNPC           	I-NP    			विनोद,n                       	3
story101.txt	7    	कुमार                               	NNPC           	I-NP    			कुमार,n                        	3
story101.txt	8    	पॉल                                	NNP            	B-NP    			पॉल,n                         	3)
story101.txt	9    	मुख्य                                	JJ             	B-NP    			मुख्य,adj                       	(3
story101.txt	10   	अतिथि                              	NN             	I-NP    			अतिथि,n                       	3)
story101.txt	11   	और                                 	CC             	B-CCP   			और,avy                        	-     
story101.txt	12   	डॉ                                 	NNC            	B-NP    			डॉ,n                          	(8
story101.txt	13   	.            SYM            	I-NP    				.,punc                        	8
story101.txt	14   	अतुल                                	NNPC           	I-NP    			अतुल,n                         	8
story101.txt	15   	गोयल                               	NNPC           	I-NP    			गोयल,n                        	8)
story101.txt	16   	विशिष्ट                        	JJ             	B-NP    			विशिष्ट,adj                    	(8
story101.txt	17   	अतिथि                              	NN             	I-NP    			अतिथि,n                       	8)
story101.txt	18   	थे                                  	VM             	B-VGF   			था,v                          	-     
story101.txt	19   	।                           SYM            	I-VGF   				.,punc                        	-     

story101.txt	0    	डॉ                                 	NNC            	B-NP    			डॉ,n                          	(1
story101.txt	1    	मनसुख                               	NNPC           	I-NP    			मनसुख,unk                      	1
story101.txt	2    	मंडाविया                       	NNP            	B-NP    			मंडाविया,unk                   	1)
story101.txt	3    	,                   	SYM            	I-NP    			&चोम्म,punc                    	-     
story101.txt	4    	जिन्होंने                        	PRP            	B-NP    			जो,pn                         	(1)
story101.txt	5    	मुख्य                                	JJ             	B-NP    			मुख्य,adj                       	-     
story101.txt	6    	भाषण                               	NN             	I-NP    			भाषण,n                        	-     
story101.txt	7    	दिया                               	VM             	B-VGNN  			दे,v                           	-     
story101.txt	8    	,                   	SYM            	I-VGNN  			&चोम्म,punc                    	-     
story101.txt	9    	ने                                  	PSP            	I-VGNN  			ने,psp                         	-     
story101.txt	10   	सभी                                	QF             	B-NP    			सब,adj                        	-     
story101.txt	11   	स्नातक                              	NN             	I-NP    			स्नातक,n                       	-     
story101.txt	12   	और                                 	CC             	B-CCP   			और,avy                        	-     
story101.txt	13   	पुरस्कार                        	NN             	B-NP    			पुरस्कार,n                      	-     
story101.txt	14   	विजेता                              	NNC            	B-NP    			विजेता,n                       	-     
story101.txt	15   	छात्रों                              	NN             	I-NP    			छात्र,n                        	-     
story101.txt	16   	को                                 	PSP            	I-NP    			को,psp                        	-     
story101.txt	17   	बधाई                               	NN             	B-NP    			बधाई,n                        	-     
story101.txt	18   	दी                                 	VM             	B-VGF   			दे,v                           	-     
story101.txt	19   	।                           SYM            	I-VGF   				.,punc                        	-     

story101.txt	0    	उन्होंने                              	PRP            	B-NP    			वह,pn                         	(1)
story101.txt	1    	छात्रों                              	NN             	B-NP    			छात्र,n                        	(4)
story101.txt	2    	को                                 	PSP            	I-NP    			को,psp                        	-     
story101.txt	3    	उनकी                               	PRP            	B-NP    			वह,pn                         	(4)
story101.txt	4    	शिक्षा                              	NN             	I-NP    			शिक्षा,n                       	-     
story101.txt	5    	और                                 	CC             	B-CCP   			और,avy                        	-     
story101.txt	6    	प्रशिक्षण                       	NN             	B-NP    			प्रशिक्षण,n                     	-     
story101.txt	7    	में                                  	PSP            	I-NP    			में,psp                         	-     
story101.txt	8    	प्रोत्साहित                     	JJ             	B-JJP   			प्रोत्साहित,adj                 	-     
story101.txt	9    	करने                                	VM             	B-VGNN  			कर,v                          	-     
story101.txt	10   	और                                 	CC             	B-CCP   			और,avy                        	-     
story101.txt	11   	मार्गदर्शन                      	NN             	B-NP    			मार्गदर्शन,n                    	-     
story101.txt	12   	करने                                	VM             	B-VGNN  			कर,v                          	-     
story101.txt	13   	के                                  	PSP            	I-VGNN  			का,psp                        	-     
story101.txt	14   	लिए                                	PSP            	I-VGNN  			लिए,psp                       	-     
story101.txt	15   	माता-पिता                     	NN             	B-NP    			माता-पिता,unk                 	-     
story101.txt	16   	और                                 	CC             	B-CCP   			और,avy                        	-     
story101.txt	17   	शिक्षकों                        	NN             	B-NP    			शिक्षक,n                       	-     
story101.txt	18   	को                                 	PSP            	I-NP    			को,psp                        	-     
story101.txt	19   	धन्यवाद                        	NN             	B-NP    			धन्यवाद,n                      	-     
story101.txt	20   	दिया                               	VM             	B-VGF   			दे,v                           	-     
story101.txt	21   	।                           SYM            	I-VGF   				.,punc                        	-     

story101.txt	0    	उन्होंने                              	PRP            	B-NP    			वह,pn                         	(1)
story101.txt	1    	कहा                                	VM             	B-VGF   			कहा,v                         	-     
story101.txt	2    	कि                                 	CC             	B-CCP   			कि,avy                        	-     
story101.txt	3    	यह                                 	DEM            	B-NP    			यह,pn                         	-     
story101.txt	4    	प्रशिक्षण                       	NN             	I-NP    			प्रशिक्षण,n                     	-     
story101.txt	5    	कुशल                                	JJ             	B-NP    			कुशल,adj                       	-     
story101.txt	6    	शोधकर्ताओं                      	NN             	I-NP    			शोधकर्ता,n                     	-     
story101.txt	7    	और                                 	CC             	B-CCP   			और,avy                        	-     
story101.txt	8    	डॉक्टरों                        	NN             	B-NP    			डॉक्टर,n                       	-     
story101.txt	9    	को                                 	PSP            	I-NP    			को,psp                        	-     
story101.txt	10   	तैयार                               	JJ             	B-JJP   			तैयार,adj                      	-     
story101.txt	11   	करने                                	VM             	B-VGNN  			कर,v                          	-     
story101.txt	12   	में                                  	PSP            	I-VGNN  			में,psp                         	-     
story101.txt	13   	मदद                                	NN             	B-NP    			मदद,n                         	-     
story101.txt	14   	करेगा                               	VM             	B-VGNF  			कर,v                          	-     
story101.txt	15   	जो                                 	PRP            	B-NP    			जो,pn                         	-     
story101.txt	16   	आने                                 	VM             	B-VGNN  			आ,v                           	-     
story101.txt	17   	वाले                                	PSP            	I-VGNN  			वाला,psp                      	-     
story101.txt	18   	वर्षों                               	NN             	B-NP    			वर्ष,n                         	-     
story101.txt	19   	में                                  	PSP            	I-NP    			में,psp                         	-     
story101.txt	20   	हमारे                               	PRP            	B-NP    			मैं,pn                          	-     
story101.txt	21   	नागरिकों                       	NN             	I-NP    			नागरिक,n                      	-     
story101.txt	22   	की                                 	PSP            	I-NP    			का,psp                        	-     
story101.txt	23   	सेवा                                	NN             	B-NP    			सेवा,n                         	-     
story101.txt	24   	करेंगे                                	VM             	B-VGF   			कर,v                          	-     
